year,iso_j,iso_i,X_ij_G,X_ij_H,X_ij_L,Y_G_i,Y_H_i,Y_L_i,Y_G_j,Y_H_j,Y_L_j,X_ji_G,X_ji_H,X_ji_L,gdp_lcu_i,gdp_lcu_j,rgrowth_i,rgrowth_j,employmentH_i,employmentL_i,NH_hat_i,NL_hat_i,employmentH_j,employmentL_j,NH_hat_j,NL_hat_j,pair,alpha_rank,country_i,er_i,country_j,er_j,ppi_G_i,ppi_H_i,ppi_L_i,ppi_G_j,ppi_H_j,ppi_L_j,M_i_G,M_i_H,M_i_L,M_j_G,M_j_H,M_j_L,X_i_G,X_i_H,X_i_L,X_j_G,X_j_H,X_j_L,Y_G_usd_i,Y_H_usd_i,Y_L_usd_i,Y_G_usd_j,Y_H_usd_j,Y_L_usd_j,X_ii_G,X_ii_H,X_ii_L,X_jj_G,X_jj_H,X_jj_L,worldppi,gdp_usd_world,va_usd_i,va_usd_j,va_usd_world,gdp_usd_i,gdp_usd_j,hr_G,ln_hr_G,hr_H,ln_hr_H,hr_L,ln_hr_L,betaNHG_i,betaNLG_i,betaNHH_i,betaNLH_i,betaNHL_i,betaNLL_i,betaKG_i,betaKH_i,betaKL_i,betaIGG_i,betaIGH_i,betaIGL_i,betaIHG_i,betaIHH_i,betaIHL_i,betaILG_i,betaILH_i,betaILL_i,betaNHG_j,betaNLG_j,betaNHH_j,betaNLH_j,betaNHL_j,betaNLL_j,betaKG_j,betaKH_j,betaKL_j,betaIGG_j,betaIGH_j,betaIGL_j,betaIHG_j,betaIHH_j,betaIHL_j,betaILG_j,betaILH_j,betaILL_j,io_year_i,io_year_j,date,betaNHG_world,betaNHH_world,betaNHL_world,betaNLG_world,betaNLH_world,betaNLL_world,betaKG_world,betaKH_world,betaKL_world,betaIGG_world,betaIGH_world,betaIGL_world,betaIHG_world,betaIHH_world,betaIHL_world,betaILG_world,betaILH_world,betaILL_world,C_G_j,I_G_j,C_H_j,I_H_j,C_L_j,I_L_j,code_i,code_j
1995,IND,JPN,5227.1689,33.019927,981.17398,4.14E+08,1.48E+08,3.62E+08,15231427,1732846.5,6576282,2064.5621,8.186063,1924.0077,9.23E+08,23540556,0,0,56182659,10675091,1,1,1.11E+08,2.70E+08,1,1,JPNIND,2,japan,0.0106963,india,0.0308993,100,100,100,100,100,100,309316.39,15704.824,36427.813,35419.236,727.11813,7595.7849,400738.18,9866.1988,73357.646,36457.683,709.96335,5022.7983,4423992.6,1580717.3,3866692.3,470640.44,53543.745,203202.51,4023254.4,1570851.1,3793334.6,434182.76,52833.781,198179.71,100,55182309,5239622.3,349731.11,28492990,9871402.1,727386.7,1079.1822,6.9839588,3.0151848,1.1036611,314.04757,5.7495445,0.17814655,0.03384907,0.35936066,0.06828099,0.24570846,0.04668629,0.17657232,0.21639243,0.35481602,0.00438138,0.00056102,0.00157265,0.00091101,0.00134023,0.00155302,0.00112757,0.00095941,0.00168124,0.03620446,0.08812145,0.09681844,0.23565556,0.06777913,0.16497403,0.25882871,0.3888708,0.41083903,0.01255427,0.00087985,0.00463178,0.00346271,0.00101783,0.00376349,0.00517532,0.00081782,0.00417656,1995,1995,140,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,148223.2,90124.601,32866.122,151.44513,90865.233,10373.824,6,5
1996,IND,JPN,2615.2276,37.292988,361.87893,4.20E+08,1.53E+08,3.68E+08,17092669,2065830.2,7551682.1,2159.6719,14.762099,348.18179,9.41E+08,26710181,-0.12340533,0.03672943,56860480,10046246,1.0120646,0.94109232,1.18E+08,2.76E+08,1.0608633,1.0220987,JPNIND,2,japan,0.00919903,india,0.0282328,99.867806,100.47563,99.411864,104.70083,107.07136,109.46073,312483.27,21558.936,44216.083,38671.631,877.60997,6382.1769,362858.94,13273.665,79824.967,38226.325,780.60606,5301.7993,3863153.7,1407136.6,3382928.1,482573.9,58324.17,213205.13,3500294.8,1393862.9,3303103.1,444347.58,57543.564,207903.33,108.05823,56556389,4607107.9,371626.51,29146973,8653218.4,754103.2,846.75494,6.7414113,4.7673385,1.5617882,89.054185,4.489245,0.17653257,0.0311902,0.35191769,0.06217766,0.24393523,0.04309906,0.18062592,0.23297513,0.36220822,0.00380618,0.00047358,0.00132076,0.00079939,0.00114985,0.0012941,0.00100925,0.00082283,0.00138871,0.03411235,0.07999532,0.08995402,0.21094711,0.06652653,0.15600836,0.28524907,0.39725977,0.42560956,0.01115482,0.00078117,0.00414274,0.00345538,0.0010237,0.00368471,0.00470284,0.00073799,0.00371807,1996,1996,141,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,158357.33,91343.636,37219.525,161.41751,96907.138,10878.244,6,5
1997,IND,JPN,2843.0391,42.402567,616.36533,4.31E+08,1.58E+08,3.77E+08,18992643,2528429.5,8563325.1,2165.885,10.796914,645.71109,9.65E+08,30084398,-0.07677262,0.09938238,57948495,9425181.7,1.0191348,0.93817949,1.23E+08,2.75E+08,1.0438444,0.99750681,JPNIND,2,japan,0.0082772,india,0.0275574,101.063,101.45116,100.47997,110.56425,111.9866,118.39231,301119.85,20951.258,42222.443,41529.495,889.14565,6614.1217,368683.84,12056.397,83549.199,41320.482,865.06774,5382.773,3565986.2,1305853.2,3117048.7,523387.86,69676.943,235982.98,3197302.4,1293796.8,3033499.5,482067.37,68811.876,230600.2,144.82972,56598550,4227253.7,403751.79,29078015,7988888.2,829047.78,963.54305,6.8706172,4.934516,1.5962546,173.93865,5.1587027,0.1761594,0.0286519,0.35568631,0.05785151,0.24396398,0.03968015,0.17627631,0.23257306,0.36587236,0.00343225,0.0004501,0.00121243,0.00069289,0.00105392,0.00117909,0.00088556,0.00073869,0.00127082,0.03693756,0.08277541,0.09140721,0.20483945,0.07325847,0.16416893,0.26744981,0.38312222,0.41422615,0.01102515,0.00082989,0.00417153,0.00372484,0.00113281,0.00361464,0.00455799,0.00072397,0.00360275,1997,1997,142,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,169389.06,96361.485,44712.71,162.75013,107388.82,10606.276,6,5
1998,IND,JPN,2203.4284,79.459318,335.04934,4.03E+08,1.59E+08,3.74E+08,21003884,3166567,9910453.3,2556.214,8.058186,412.49001,9.36E+08,34080904,-0.10137005,-0.00228045,58124571,8455059.3,1.0030385,0.89707123,1.27E+08,2.74E+08,1.0377009,0.99617213,JPNIND,2,japan,0.00767368,india,0.0242704,99.780312,100.79186,99.985141,117.54393,124.03302,129.26323,248906.67,18904.771,37976.48,44538.621,1102.7552,7330.4313,342191.12,10760.138,69289.817,42376.327,1064.655,6176.2689,3093288.1,1218547.2,2867218.8,509772.66,76853.847,240530.67,2751097,1207787.1,2797929,467396.33,75789.192,234354.4,164.85696,56060688,3848023,409164.35,28868950,7179054.2,827157.17,978.22278,6.8857374,6.33869,1.8466721,107.59183,4.6783447,0.18309823,0.02663428,0.36490938,0.05308135,0.2468068,0.03590162,0.17953502,0.225985,0.36572189,0.00309483,0.00042985,0.00113893,0.00062534,0.00099955,0.00110437,0.00081092,0.00070127,0.001181,0.03701163,0.07962208,0.09054793,0.19479322,0.07700644,0.1656618,0.27793677,0.37277032,0.41190403,0.00942692,0.00076648,0.00376117,0.00349911,0.00114331,0.00332034,0.00386526,0.00064554,0.00327627,1998,1998,143,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,171470.99,93075.417,50594.561,180.3597,111309.32,8392.8195,6,5
1999,IND,JPN,2347.1639,51.942017,450.77506,3.85E+08,1.61E+08,3.74E+08,22578297,3705547.8,11001792,2342.4197,5.6143593,236.31085,9.20E+08,37285636,0.1246782,0.04699539,57794741,7868856.6,0.99432547,0.93066841,1.31E+08,2.68E+08,1.0255491,0.97669072,JPNIND,2,japan,0.00877599,india,0.0232269,97.781484,100.64015,98.807136,122.69662,129.86095,131.72822,276831.19,17920.859,38225.65,54356.132,1061.8131,4341.3398,366559.47,10298.389,72182.108,48702.724,1778.17,4526.3599,3378651.5,1409740.6,3285733.6,524423.84,86068.389,255537.52,3012092.1,1399442.2,3213551.5,475721.11,84290.219,251011.16,177.25682,58306396,4353164.3,435287.44,29949424,8074125.7,866029.75,931.85031,6.8371722,4.1910285,1.4329462,91.216974,4.513241,0.18741228,0.02551651,0.36488192,0.04967932,0.2417059,0.03290869,0.18136432,0.23054781,0.36802694,0.00351752,0.00048262,0.00129151,0.00072563,0.00113162,0.00125426,0.00092652,0.00082798,0.00137665,0.03797771,0.07780807,0.09108184,0.1866069,0.07885816,0.16156324,0.28070964,0.40588294,0.41905857,0.00907637,0.00076577,0.00339362,0.00265178,0.00154999,0.00288424,0.00369293,0.00073263,0.00288741,1999,1999,144,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,172881.32,101811.69,53603.89,654.55579,128132.27,8143.6424,6,5
2000,IND,JPN,3186.4768,90.19594,488.80872,3.93E+08,1.65E+08,3.79E+08,24530656,3966519.8,12027319,2302.2967,12.779808,208.02302,9.36E+08,40524495,0.07623104,0.04200995,58308482,6944098.3,1.0088891,0.88247869,1.40E+08,2.77E+08,1.0700423,1.0348008,JPNIND,2,japan,0.00928167,india,0.0222683,97.927472,99.911875,98.380752,130.55225,133.56238,136.74475,336724.97,18074.664,39055.623,61247.376,1208.2583,4286.5209,411853.86,13225.352,87695.46,58638.197,3492.7372,5577.3537,3643498,1529482.4,3516644.3,546256.01,88327.652,267827.95,3231644.1,1516257.1,3428948.8,487617.81,84834.915,262250.6,191.70362,60817362,4637061.8,448078.93,30886319,8689624.7,902411.62,1052.117,6.9585596,8.0307585,2.083279,88.186664,4.4794558,0.18632023,0.02218933,0.35992069,0.04286383,0.24906581,0.02966185,0.17695973,0.2392501,0.36126443,0.00382513,0.00053046,0.00131853,0.00075651,0.00125367,0.00130903,0.00099351,0.00090191,0.0014399,0.03806926,0.07542688,0.09534638,0.18891042,0.07686513,0.1522934,0.27150591,0.41387701,0.42837075,0.00898624,0.00067602,0.00319819,0.00236967,0.00167723,0.00244365,0.00381536,0.00070434,0.00252617,2000,2000,145,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,174543.17,98595.654,53314.229,1021.5919,141145.7,6861.9171,6,5
2001,IND,JPN,2480.0922,159.29883,498.80324,3.76E+08,1.69E+08,3.80E+08,26133183,4394244.1,13135598,1655.7223,8.793046,134.36937,9.24E+08,43663025,-0.12411349,0.02549211,58507751,6251828.5,1.0034175,0.90030817,1.49E+08,2.84E+08,1.0621485,1.0245519,JPNIND,2,japan,0.00823583,india,0.0211945,97.388982,99.106963,97.655005,133.46483,139.71851,140.64027,307973.46,17068.039,39109.409,61022.14,1201.8608,3462.0826,352251.69,9970.4789,70929.862,56781.461,5057.8371,5036.1192,3092228,1387783.8,3131113.2,553879.75,93133.807,278402.43,2739976.3,1377813.3,3060183.4,497098.29,88075.97,273366.31,213.56081,60202726,4048376.4,463766.19,30695233,7611125,925415.99,863.12838,6.7605634,9.4625783,2.2473449,77.377296,4.3486934,0.18953706,0.02025293,0.36190245,0.03867098,0.24939854,0.02664941,0.16731725,0.23987776,0.36061605,0.00338195,0.00050232,0.00122042,0.00066585,0.00115185,0.00114056,0.00087353,0.00082119,0.00129248,0.03927092,0.0750536,0.09423919,0.18010757,0.07868715,0.15038491,0.27025436,0.44248758,0.43182094,0.00852385,0.00068976,0.00304422,0.00203021,0.00178161,0.00200347,0.00363021,0.00073331,0.00233868,2001,2001,146,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,178501.16,100257.75,52339.788,1450.9686,151101.05,6648.4904,6,5
2002,IND,JPN,2208.9432,128.61997,534.53154,3.60E+08,1.70E+08,3.78E+08,28368295,4887299.8,14526932,2199.6904,11.111344,133.07842,9.08E+08,47782527,-0.04659682,0.06184427,57931470,5816104.8,0.99015034,0.9303046,1.51E+08,2.73E+08,1.0151982,0.96326534,JPNIND,2,japan,0.00798917,india,0.020565,96.294659,97.359447,96.450278,138.36927,144.82462,142.1646,296666.16,17697.019,38740.699,69461.349,1431.8923,3990.3452,363325.96,10014.892,72733.68,63166.453,9130.023,5544.6402,2879596.3,1355151.4,3021723.1,583393.99,100507.32,298746.36,2516270.3,1345136.5,2948989.4,520227.53,91377.298,293201.72,234.20142,62263779,3886434.3,485869.89,31978701,7256470.8,982647.66,1002.2846,6.9100373,9.853113,2.2877874,84.098282,4.4319861,0.18986485,0.01906173,0.35873218,0.03601538,0.24665235,0.02476298,0.17097211,0.24455911,0.36600976,0.00326221,0.00049298,0.00117435,0.00064319,0.00114162,0.00109384,0.00084526,0.00079746,0.00124895,0.03936677,0.07138802,0.09529416,0.17280719,0.0786436,0.14261293,0.26033281,0.46511348,0.43376788,0.00838107,0.00069041,0.00303703,0.00182692,0.00180642,0.00167612,0.00365749,0.00072234,0.00225133,2002,2002,147,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,182523.54,107347.84,52340.869,1560.5161,163272.63,6867.5774,6,5
2003,IND,JPN,1962.9619,286.11079,542.78014,3.62E+08,1.69E+08,3.77E+08,32381893,5492701,16096690,1877.9512,11.307272,94.640176,9.08E+08,53971284,0.08097361,0.17952788,58462359,5074208.6,1.0091641,0.87244105,1.63E+08,2.86E+08,1.0801827,1.0465483,JPNIND,2,japan,0.00864083,india,0.0214755,96.203935,95.569158,95.710147,144.50089,151.59369,152.22096,339860.66,17281.899,36533.673,81307.606,2175.7847,3173.5304,403025.91,12572.598,93145.434,67301.698,15396.849,5483.1636,3124410.3,1462651.5,3256991.6,695417.34,117958.5,345684.47,2721384.4,1450078.9,3163846.2,628115.65,102561.65,340201.31,258.54699,70209292,4199314.5,570083.95,35758543,7844053.4,1159060.3,922.40778,6.8269874,15.126649,2.716458,74.320745,4.3083901,0.18636645,0.01617557,0.36398893,0.03159222,0.2490321,0.02161461,0.17579166,0.24776265,0.36683024,0.00359133,0.00052527,0.00122635,0.00070531,0.00121852,0.00115451,0.00093255,0.00085372,0.00134022,0.03885196,0.06826066,0.09865064,0.17332352,0.07959978,0.13985225,0.25872543,0.47349617,0.43935472,0.00887619,0.00073946,0.00322673,0.00173239,0.00197538,0.0016042,0.00382512,0.00075364,0.00237114,2003,2003,148,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,202843.76,148064.5,55830.08,1981.0291,181958.15,9950.0264,6,5
2004,IND,JPN,2864.5681,862.95815,756.26377,3.76E+08,1.70E+08,3.81E+08,37757531,6100320.4,18282906,2443.3637,39.079941,179.94138,9.26E+08,62140757,0.09223786,0.18338474,58684157,4992396.8,1.0037939,0.98387694,1.69E+08,2.89E+08,1.0361615,1.0104376,JPNIND,2,japan,0.00924833,india,0.0220727,98.497855,94.7705,95.899154,157.27575,153.79249,159.41074,404587.46,19045.862,44086.66,119699.48,3779.8972,4643.1635,484411.36,14641.054,114095.82,92096.199,22658.146,9065.8732,3477878.2,1568122.3,3521571.7,833410.64,134650.54,403553.1,2993466.8,1553481.2,3407475.9,741314.45,111992.4,394487.23,282.05166,79623724,4554544.7,663677.56,40119767,8567572.2,1371614.3,1316.5509,7.1827706,49.307511,3.8980764,125.51691,4.8324405,0.17906956,0.01523386,0.36259092,0.03084645,0.25639356,0.02181199,0.17844538,0.24841408,0.36118744,0.00394956,0.00054954,0.00126884,0.00075268,0.00132046,0.00123521,0.0010221,0.0008832,0.00142269,0.03856331,0.06607147,0.09908574,0.16976603,0.07946677,0.13615237,0.25346082,0.47379212,0.44164123,0.00919891,0.00069669,0.00344338,0.00195473,0.00184201,0.00163361,0.00409986,0.00069925,0.0023661,2004,2004,149,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,224035.67,202768.33,63652.025,1793.8905,199744.59,16147.641,6,5
2005,IND,JPN,3578.6879,594.12132,828.27141,3.90E+08,1.75E+08,3.85E+08,43048965,7034834.2,20918454,2609.161,37.388868,276.55269,9.50E+08,71002253,0.00751236,0.17418571,58993362,4923189.1,1.005269,0.98613739,1.76E+08,2.94E+08,1.0421709,1.0164656,JPNIND,2,japan,0.00909083,india,0.0226828,102.31594,93.909804,96.140818,167.80546,156.40398,163.81024,466652.72,15226.37,48854.005,158415.85,5562.396,5943.8658,519292.27,13356.057,121038.26,116717.46,28094.759,12915.748,3544932.3,1588737.3,3498265.2,976471.06,159569.74,474489.1,3025640,1575381.3,3377227,859753.6,131474.98,461573.36,302.66475,87525634,4528208.9,781394.7,43347211,8631934.9,1610529.9,1628.8861,7.3956517,43.056373,3.7625102,176.93572,5.1757865,0.17114235,0.01428239,0.360584,0.03009191,0.25652368,0.02140774,0.17648895,0.25125769,0.35820832,0.00400581,0.00053193,0.00122501,0.00074737,0.00131168,0.00119188,0.00103721,0.00087537,0.00138707,0.03968005,0.06630795,0.1002775,0.16757023,0.0780616,0.13044603,0.25566757,0.47495225,0.44423678,0.00935238,0.00068325,0.00363217,0.00202394,0.00189009,0.00163969,0.00433323,0.00070867,0.00243469,2005,2005,150,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,259833.92,250842.91,76632.473,2870.7531,224355.1,24335.921,6,5
2006,IND,JPN,4255.0933,1492.2473,932.73896,4.08E+08,1.78E+08,3.88E+08,51523891,8248708.6,24158680,4309.4956,82.518041,450.07718,9.74E+08,83931280,-0.0295525,0.15058503,59341024,4856413.7,1.0058933,0.98643655,1.79E+08,2.92E+08,1.0198784,0.99487784,JPNIND,2,japan,0.00860077,india,0.0220782,106.32974,93.696357,96.873909,177.20318,163.82498,173.76454,514333.52,23709.369,53268.759,191728.82,10536.431,11109.923,557681.2,17936.102,127486.99,142717.34,35824.189,19582.395,3510610.2,1531756,3334473.4,1137554.8,182116.64,533380.18,2952929,1513819.9,3206986.4,994837.42,146292.45,513797.78,328.74921,95929115,4309123,881604.09,46869213,8376839.6,1853051.6,2485.5203,7.8182373,109.08592,4.6921358,259.34096,5.5581436,0.16374362,0.01340062,0.36940086,0.03023142,0.26268201,0.02149765,0.16762478,0.24313679,0.34986588,0.00392615,0.00051453,0.00115201,0.0007004,0.00126571,0.00110207,0.00100147,0.00083443,0.0013025,0.03847849,0.06272386,0.09821137,0.16009455,0.0788474,0.1285293,0.24989586,0.48828999,0.44177212,0.00937346,0.00068546,0.00350273,0.00190085,0.00186858,0.00156875,0.00432121,0.00070958,0.00235639,2006,2006,151,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,290421.21,293113.55,85101.591,3854.1081,239790.86,34775.28,6,5
2007,IND,JPN,3989.0497,1698.9306,1107.6,4.27E+08,1.81E+08,3.90E+08,59548672,9592269,27474093,4938.6818,183.68085,496.64826,9.99E+08,96615034,0.01341215,0.26322856,59652374,4785889.1,1.0052468,0.98547806,1.78E+08,2.83E+08,0.99050417,0.96636546,JPNIND,2,japan,0.00850007,india,0.0242284,108.74215,93.719431,98.038972,186.73694,171.48149,180.7854,550799.9,26895.101,61428.646,241364.08,13015.261,13971.101,611350.88,19978.335,140729.24,175709.7,43331.064,23684.347,3630820.8,1539633.8,3318736.5,1442769.1,232405.33,665653.31,3019469.9,1519655.4,3178007.2,1267059.3,189074.27,641968.96,363.66499,1.09E+08,4310707.3,1114065.8,52756189,8489191,2340827.7,2875.2352,7.9638897,197.04409,5.2834275,333.3462,5.8091816,0.15878835,0.01273953,0.37030364,0.02970933,0.26373519,0.02115938,0.16390017,0.24146781,0.34943799,0.00395307,0.00051171,0.00113913,0.0006929,0.00127352,0.00107662,0.0010087,0.0008143,0.00127545,0.03844435,0.06114097,0.09573058,0.15224763,0.07892056,0.12551338,0.25086679,0.49957103,0.44862364,0.01032275,0.0007822,0.00377675,0.00201259,0.00214413,0.00169622,0.00473426,0.00075897,0.00250529,2007,2007,152,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,357900.89,386441.83,107786.21,6305.3596,301223.58,44714.671,6,5
2008,IND,JPN,4053.7993,3404.3566,1148.7346,4.26E+08,1.80E+08,3.94E+08,66968968,11341785,31686731,4296.5499,123.05783,321.7369,1.00E+09,1.10E+08,0.14213432,0.0867621,58449424,4595587.3,0.979834,0.96023689,1.82E+08,2.82E+08,1.0220489,0.99727906,JPNIND,2,japan,0.0096998,india,0.0231271,116.29864,95.381762,99.521298,201.14791,185.68302,194.79615,670974.18,32939.181,78926.626,272163.37,9581.4847,13101.833,679872.38,22514.234,158664.49,194349.92,42203.415,23069.545,4131743.1,1742751.7,3821301.7,1548798,262302.61,732822.19,3451870.7,1720237.5,3662637.2,1354448.1,220099.19,709752.65,406.34299,1.23E+08,4785564.4,1224635.4,58371736,9695796.4,2543922.8,2614.2371,7.8687276,231.51928,5.4446632,267.61893,5.5895641,0.15030451,0.0118177,0.36376281,0.02860086,0.26043293,0.02047654,0.14704051,0.2320972,0.35235726,0.00472586,0.00058658,0.00133485,0.00080877,0.00152728,0.00130181,0.00118698,0.00090597,0.00145188,0.03970418,0.06161424,0.0937669,0.14551054,0.07957343,0.12348464,0.24726899,0.51231671,0.46231319,0.00985723,0.00077575,0.00362109,0.00194941,0.00209604,0.00146381,0.00442444,0.00069364,0.00222765,2008,2008,153,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,393408.43,410768.5,124903.68,7074.1482,351436.46,41727.916,6,5
2009,IND,JPN,4521.4583,1534.3472,725.42466,3.37E+08,1.77E+08,3.64E+08,75271296,13105690,36928027,3551.1206,39.279622,267.8307,8.77E+08,1.25E+08,-0.03172025,0.01835578,53972021,4157203.2,0.92339696,0.9046076,1.85E+08,2.81E+08,1.0202433,0.99564607,JPNIND,2,japan,0.0107004,india,0.0206745,104.06832,92.639897,96.502395,207.25942,204.97709,210.7147,490215.3,24300.034,54553.462,250334.69,7513.3881,10126.266,503166.57,16978.077,119891.22,180263.04,30381.474,16609.457,3604185,1889322.1,3894736.2,1556196.4,270953.59,763468.48,3101018.5,1872344,3774845,1375933.4,240572.12,746859.03,418.92484,1.14E+08,4915208.1,1257941.6,55504276,9388243.3,2590618.5,2669.1225,7.889505,87.998506,4.4773198,196.0632,5.2784371,0.16525185,0.01272855,0.35093247,0.02703063,0.26517206,0.02042492,0.16080281,0.22287925,0.37144007,0.00483098,0.00072212,0.00147644,0.00083278,0.00191256,0.00152131,0.00114758,0.00100923,0.00150318,0.04206452,0.06370331,0.09653531,0.14619493,0.0813396,0.12318226,0.24313008,0.50915147,0.4651363,0.00864951,0.00071947,0.00337754,0.00166631,0.00192632,0.00134231,0.00382355,0.00062325,0.00204352,2009,2009,154,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,401315.47,410858.31,136234.02,9434.9909,365987.68,43710.613,6,5
2010,IND,JPN,5854.9945,1659.0673,1324.8458,3.68E+08,1.77E+08,3.68E+08,87512036,15745799,43125140,4236.2984,51.873536,311.16642,9.12E+08,1.46E+08,0.10900191,0.23609839,53708291,4051217.7,0.99511358,0.97450557,1.92E+08,2.83E+08,1.0348299,1.0100034,JPNIND,2,japan,0.0114147,india,0.0218759,91.838008,89.898033,93.483492,213.37092,224.27117,226.63325,607148.59,29701.483,68699.434,319922.15,8865.7199,11975.567,659819.06,21873.848,153663.33,229579.5,51075.826,27920.514,4200914.3,2014835,4195830.5,1914404.6,344453.53,943401.26,3541095.3,1992961.1,4042167.2,1684825.1,293377.7,915480.75,441.05702,1.26E+08,5370277.1,1564494,60349019,10411580,3202259.3,3435.3035,8.1418606,112.55611,4.7234518,305.56,5.7221462,0.12845145,0.0096891,0.33175013,0.02502392,0.24597842,0.01855416,0.19755796,0.24402153,0.39076855,0.00528207,0.0007307,0.0015167,0.00093607,0.00201223,0.00160327,0.00128506,0.00105548,0.00158215,0.04213442,0.06227834,0.09350364,0.13820651,0.08113695,0.11992747,0.24606957,0.52099178,0.47124572,0.00905554,0.00077616,0.00359261,0.0018365,0.00199067,0.00134947,0.00408909,0.00065237,0.00203915,2010,2010,155,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,497727.8,509290.66,166136.2,8705.4701,453263.95,50608.839,6,5
2011,IND,JPN,6923.8231,1862.7409,1285.547,3.60E+08,1.77E+08,3.67E+08,98160208,18824627,50965063,6800.0912,57.308185,336.6616,9.04E+08,1.68E+08,0.08853918,0.12725534,53813334,3973555.8,1.0019558,0.98082998,1.97E+08,2.84E+08,1.0255877,1.0010963,JPNIND,2,japan,0.0125413,india,0.0214931,79.607691,87.156169,90.464589,219.48242,243.56524,242.5518,749448.28,36135.937,85052.929,354186.48,9571.735,13034.688,706810.33,23493.247,165182.83,260689.71,50040.041,27358.181,4513350.5,2215957.2,4604104.9,2109767.2,404599.58,1095397.2,3806540.2,2192463.9,4438922,1849077.5,354559.54,1068039,469.18224,1.42E+08,5866101.4,1784792.1,67396394,11333413,3609763.9,4782.3647,8.4726904,131.39018,4.8781714,322.69747,5.7767153,0.10798277,0.00797341,0.31208414,0.02304417,0.22962318,0.01695529,0.2199129,0.26566728,0.40911233,0.00587223,0.00077878,0.0016134,0.00104254,0.00222082,0.0017368,0.00144027,0.00115594,0.00170631,0.04301134,0.06205633,0.08950333,0.1291345,0.07863063,0.11344748,0.24749926,0.53290688,0.48063063,0.00875013,0.00081399,0.00356757,0.00164003,0.00211937,0.00136827,0.00384836,0.00069469,0.00210515,2011,2011,156,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,544669.32,572675.16,196337.29,12590.848,534694.77,63139.216,6,5
